loan_amnt,term,int_rate,grade,emp_length,home_ownership,annual_inc,verification_status,purpose,dti,revol_util,total_acc,open_acc,pub_rec,mort_acc,inq_last_6mths,revol_bal,total_pymnt,out_prncp,loan_to_income,monthly_payment_est,high_dti_flag,high_int_flag,annual_inc_log,loan_amnt_log,true_label,credit_score,fraud_score,unified_score,risk_tier
9.210441,36.0,11.8,1,1.0,3,11.512936,1,3,10.6,17.3,21.0,10.0,0.0,0.0,1.0,1229.0,10148.873,0.0,0.800008,0.029373838,0.0,0.0,2.526763,2.3234107,0,5.7809983e-05,0.014232915405079821,0.005727852154463989,LOW
9.210441,36.0,8.19,0,8.0,0,11.082158,2,3,19.87,34.0,44.0,7.0,0.0,2.0,0.0,7337.0,10014.285,0.0,0.8311053,0.020387433,0.0,0.0,2.4917297,2.3234107,0,8.790573e-06,0.04756444261985982,0.01903105139189219,LOW
9.159152,36.0,8.19,0,5.0,3,10.819798,0,2,11.43,32.0,11.0,7.0,0.0,0.0,0.0,5126.0,9502.846,0.0,0.84651786,0.020273907,0.0,0.0,2.469776,2.318375,0,0.00038415618,0.005961921704551178,0.002615262404303987,LOW
8.699681,36.0,10.72,1,6.0,0,11.090126,0,9,13.37,21.4,18.0,7.0,0.0,0.0,1.0,5322.0,6035.7334,0.0,0.7844529,0.025205564,0.0,0.0,2.4923892,2.272093,0,0.004326302,0.08135143236200994,0.03513635429344966,LOW
10.239996,36.0,15.02,2,6.0,3,10.968216,1,3,10.74,15.1,24.0,19.0,0.0,0.0,0.0,9877.0,28486.768,0.0,0.9336063,0.041568846,0.0,0.0,2.4822545,2.4194784,0,0.0004326364,0.06050731806620011,0.02446250909245568,LOW
9.105091,36.0,11.8,1,6.0,1,10.71444,0,3,14.47,2.5,56.0,29.0,0.0,0.0,2.0,2890.0,9041.3,0.0,0.84979624,0.029037857,0.0,0.0,2.4608223,2.3130393,0,0.00030035537,0.04652424025653374,0.018789909334556112,LOW
8.699681,36.0,12.98,1,10.0,3,11.112463,1,2,15.92,98.6,8.0,6.0,0.0,3.0,0.0,5224.0,6054.0835,0.0,0.7828761,0.030519422,0.0,0.0,2.4942348,2.272093,0,0.00057303463,0.06110297619260873,0.02478501125569652,LOW
9.210441,36.0,10.72,1,5.0,3,10.71444,0,2,14.96,12.2,17.0,13.0,0.0,0.0,0.0,3453.0,10003.874,0.0,0.85962874,0.026685383,0.0,0.0,2.4608223,2.3234107,0,0.0007485717,0.019365946789818244,0.008195521745909522,LOW
9.105091,36.0,18.94,3,5.0,0,10.757924,1,7,15.34,30.4,28.0,13.0,1.0,2.0,0.0,8991.0,9105.596,0.0,0.84636134,0.04660822,0.0,1.0,2.4645274,2.3130393,0,0.0008042905,0.09955435125646325,0.0403043148406787,LOW
9.210441,36.0,8.81,0,1.0,0,11.874794,0,3,17.17,15.8,25.0,10.0,0.0,2.0,1.0,5660.0,10003.33,0.0,0.7756295,0.021930804,0.0,0.0,2.5552714,2.3234107,0,1.1566667e-05,0.03532922544668281,0.014138630179403661,LOW
8.517393,36.0,8.81,0,10.0,3,10.645449,0,3,14.17,19.7,22.0,3.0,0.0,0.0,0.0,2465.0,5055.72,0.0,0.80009717,0.020280603,0.0,0.0,2.4549155,2.253121,0,6.0360773e-05,0.03337030664120416,0.013384339121132016,LOW
9.210441,36.0,14.47,2,10.0,3,11.289794,0,3,7.5,16.4,23.0,10.0,1.0,0.0,2.0,4950.0,10005.465,0.0,0.81582004,0.03602029,0.0,0.0,2.5087693,2.3234107,0,4.6232777e-05,0.06482748013137683,0.025958731719171353,LOW
7.8244457,36.0,18.94,3,10.0,0,11.461642,0,3,17.34,31.0,23.0,15.0,0.0,1.0,0.0,6438.0,2562.5535,0.0,0.68266356,0.040052705,0.0,1.0,2.5226552,2.1775258,0,9.3234e-05,0.06353880551495178,0.025471462605742026,LOW
10.085851,60.0,11.8,1,10.0,3,10.967319,1,6,23.98,36.2,29.0,18.0,1.0,0.0,0.0,18806.0,24010.7,0.0,0.9196278,0.019510334,0.0,0.0,2.4821794,2.4056697,0,4.5066507e-05,0.1152850645616849,0.04614106572970902,LOW
10.016861,36.0,18.94,3,10.0,0,11.127277,0,0,11.77,81.0,9.0,2.0,0.0,0.0,0.0,4860.0,22694.627,0.0,0.9002077,0.0512755,0.0,1.0,2.4954572,2.399427,0,0.00065539486,0.09107518260345862,0.03682330997046856,LOW
9.680407,60.0,8.19,0,10.0,0,11.9382,0,2,22.49,22.9,44.0,13.0,0.0,5.0,1.0,104204.0,16054.6,0.0,0.81087655,0.0129971355,0.0,0.0,2.5601842,2.3684108,0,2.2031656e-05,0.0747628250164499,0.029918349000934208,LOW
10.275085,36.0,7.02,0,1.0,3,11.775297,0,3,7.51,29.7,26.0,7.0,0.0,3.0,0.0,14578.0,29006.848,0.0,0.8725967,0.019494893,0.0,0.0,2.5475135,2.4225955,0,1.3610588e-05,0.030131256371307702,0.0120606689014503,LOW
9.210441,36.0,8.19,0,10.0,1,10.819798,1,8,18.7,40.2,27.0,11.0,0.0,1.0,0.0,14260.0,10003.235,0.0,0.85125804,0.020387433,0.0,0.0,2.469776,2.3234107,0,9.967726e-05,0.0738182585415713,0.02958710977277685,LOW
8.412055,36.0,16.91,2,3.0,3,10.839601,0,2,14.33,47.6,8.0,4.0,0.0,0.0,1.0,4382.0,4557.0723,0.0,0.7760484,0.038445365,0.0,0.0,2.4714499,2.2419913,0,0.00049325573,0.028055662246176838,0.011518218345237098,LOW
9.210441,36.0,16.14,2,10.0,0,10.59666,1,3,28.74,57.9,39.0,10.0,0.0,3.0,0.0,14182.0,10006.366,0.0,0.86918336,0.040177435,0.0,0.0,2.4507172,2.3234107,0,3.171977e-05,0.034112332370139796,0.013663964810449522,LOW
7.0939717,36.0,23.4,4,6.0,1,9.85805,2,8,22.35,28.9,14.0,6.0,1.0,2.0,0.0,1128.0,1000.884,0.0,0.71961206,0.04486458,0.0,1.0,2.3849068,2.0911195,0,0.01775752,0.10855874428908836,0.05407801050846105,LOW
10.126671,36.0,7.02,0,3.0,0,12.100718,0,1,11.77,24.5,32.0,23.0,0.0,1.0,2.0,32191.0,25035.154,0.0,0.8368653,0.019213306,0.0,0.0,2.5726671,2.409345,0,0.0004551354,0.056249362721442264,0.02277282632975244,LOW
8.517393,36.0,10.33,1,10.0,0,11.686584,0,2,21.28,68.9,27.0,10.0,0.0,0.0,2.0,13909.0,5056.2534,0.0,0.728818,0.023779642,0.0,0.0,2.540545,2.253121,0,6.19657e-05,0.07755848239400193,0.031060572380689447,LOW
9.546884,36.0,16.91,2,1.0,3,10.555839,0,2,19.56,41.3,19.0,16.0,0.0,0.0,0.0,15348.0,14008.941,0.0,0.9044174,0.04363184,0.0,0.0,2.4471908,2.3558304,0,2.520462e-05,0.05067990212776192,0.02028708362341563,LOW
8.748464,36.0,18.94,3,10.0,0,11.350418,0,3,14.57,96.7,14.0,7.0,0.0,0.0,1.0,16047.0,6382.866,0.0,0.7707614,0.044782676,0.0,1.0,2.51369,2.2771096,0,0.00043305545,0.05798052025188457,0.023452041394720777,LOW
9.047939,36.0,18.94,3,1.0,3,11.156265,0,8,30.24,64.9,20.0,11.0,0.0,0.0,0.0,21676.0,8682.041,0.0,0.81101865,0.046315666,1.0,1.0,2.4978447,2.3073676,0,0.00026692438,0.15495299537144208,0.062141352787738025,LOW
7.6014023,36.0,23.4,4,10.0,3,11.082158,0,3,13.16,20.2,28.0,7.0,0.0,0.0,2.0,1734.0,2033.956,0.0,0.68591356,0.048073735,0.0,1.0,2.4917297,2.1519253,0,0.00013206188,0.0833058363251386,0.033401571658430544,LOW
8.0067005,36.0,19.92,3,1.0,3,11.034905,0,3,24.29,37.6,24.0,6.0,0.0,2.0,2.0,2334.0,3046.446,0.0,0.72557944,0.043106347,0.0,1.0,2.4878113,2.1979687,0,9.5270996e-05,0.0770143487499278,0.030862902100540546,LOW
9.615872,36.0,7.02,0,10.0,0,11.440366,0,3,23.65,48.9,33.0,11.0,0.0,5.0,0.0,16863.0,15055.57,0.0,0.8405214,0.018244168,0.0,0.0,2.5209465,2.3623502,0,3.8948906e-06,0.018560631110652974,0.007426589378619217,LOW
9.392745,60.0,10.33,1,2.0,1,10.889323,0,2,12.54,51.9,31.0,11.0,0.0,0.0,0.0,21194.0,12045.796,0.0,0.8625647,0.015906075,0.0,0.0,2.4756408,2.341108,0,0.00016565247,0.05267343363929922,0.02116876494303033,LOW
8.014997,36.0,23.4,4,4.0,0,10.819798,0,7,11.76,12.1,18.0,7.0,0.0,2.0,1.0,2029.0,3087.9211,0.0,0.74077135,0.05068944,0.0,1.0,2.469776,2.1988895,0,0.0008968465,0.08023452941636504,0.03263191970561052,LOW
8.699681,36.0,10.72,1,6.0,0,9.891668,0,2,30.72,65.7,21.0,7.0,1.0,1.0,1.0,6896.0,6056.8804,0.0,0.8794959,0.025205564,1.0,0.0,2.387998,2.272093,0,0.000860867,0.11577805135447163,0.04682774077281954,LOW
7.550135,36.0,7.02,0,3.0,3,10.2036295,1,3,3.42,4.8,8.0,7.0,0.0,0.0,1.0,1563.0,1915.4058,0.0,0.73994607,0.014324851,0.0,0.0,2.4162378,2.1459472,0,0.00015281963,0.028256354333201845,0.011394233518481704,LOW
7.0939717,36.0,27.27,4,5.0,3,10.59666,1,0,8.07,0.0,12.0,6.0,0.0,0.0,0.0,0.0,1031.5774,0.0,0.66945356,0.05228449,0.0,1.0,2.4507172,2.0911195,0,0.00083923916,0.13588775907188716,0.054858647160277024,LOW
9.975855,36.0,7.56,0,1.0,3,11.396403,0,3,3.4,4.5,6.0,3.0,0.0,0.0,0.0,908.0,21505.785,0.0,0.8753512,0.020383097,0.0,0.0,2.5174062,2.3956978,0,8.7110784e-05,0.021877824748252225,0.008803396373386518,LOW
9.903538,36.0,16.91,2,10.0,0,11.385103,1,5,19.43,31.0,19.0,7.0,1.0,3.0,1.0,2819.0,20012.215,0.0,0.86986804,0.045261845,0.0,0.0,2.5164945,2.3890872,0,3.0529613e-05,0.07930014536774906,0.031738375916090154,LOW
8.699681,36.0,16.14,2,1.0,3,10.819798,1,2,23.04,43.0,12.0,8.0,0.0,0.0,0.0,4344.0,6051.2446,0.0,0.8040521,0.03794942,0.0,0.0,2.469776,2.272093,0,0.0011635099,0.027248654575766893,0.01159756778626885,LOW
9.903538,60.0,15.02,2,10.0,0,11.050906,0,3,28.4,17.3,22.0,13.0,0.0,1.0,1.0,7009.0,20010.85,0.0,0.89617425,0.024385432,0.0,0.0,2.4891398,2.3890872,0,4.4306707e-05,0.041878938299061384,0.01677815934589731,LOW
9.305741,36.0,10.72,1,10.0,0,11.736077,1,3,17.02,23.9,23.0,15.0,0.0,3.0,2.0,8016.0,11052.406,0.0,0.79291755,0.0269615,0.0,0.0,2.5444386,2.3327012,0,5.333272e-05,0.035503287670606294,0.014233314700725867,LOW
10.126671,60.0,8.19,0,1.0,3,11.082158,0,8,4.86,26.9,17.0,3.0,0.0,0.0,0.0,11764.0,25007.39,0.0,0.9137815,0.013596301,0.0,0.0,2.4917297,2.409345,0,4.2581876e-05,0.0832315759952553,0.03331817952490564,LOW
9.903538,36.0,7.02,0,10.0,3,12.100718,0,8,18.62,28.4,30.0,19.0,0.0,1.0,0.0,24913.0,20097.5,0.0,0.81842566,0.018789954,0.0,0.0,2.5726671,2.3890872,0,5.205274e-05,0.10328858746939598,0.04134666663200163,LOW
9.392745,36.0,20.89,3,10.0,3,11.225257,1,3,12.05,26.1,25.0,12.0,0.0,0.0,0.0,11027.0,12276.419,0.0,0.83675104,0.05303093,0.0,1.0,2.503504,2.341108,0,7.241458e-05,0.049601842712196184,0.019884185833207432,LOW
9.305741,36.0,12.98,1,10.0,0,11.775297,1,2,14.19,22.5,36.0,17.0,0.0,3.0,0.0,6830.0,11074.8125,0.0,0.7902765,0.032645546,0.0,0.0,2.5475135,2.3327012,0,3.3385775e-05,0.026750457348231386,0.010720214405485005,LOW
7.6014023,36.0,12.98,1,1.0,3,9.7981825,1,0,1.87,22.6,10.0,8.0,0.0,0.0,0.0,2848.0,2018.0321,0.0,0.7757972,0.02666654,0.0,0.0,2.3793778,2.1519253,0,0.00025127878,0.07000285582002586,0.028151909599417293,LOW
10.59666,60.0,11.8,1,10.0,0,11.225257,1,2,29.22,54.9,25.0,9.0,0.0,3.0,0.0,24941.0,40017.04,0.0,0.94400156,0.020498456,0.0,0.0,2.503504,2.4507172,0,7.1930335e-05,0.029591452795213014,0.011879739319236735,LOW
8.699681,36.0,20.89,3,10.0,3,11.050906,1,3,26.93,6.5,19.0,7.0,1.0,1.0,0.0,1067.0,6045.26,0.0,0.7872369,0.04911793,0.0,1.0,2.4891398,2.272093,0,0.00028578975,0.10668357024383061,0.04284490195850574,LOW
10.463132,36.0,8.19,0,6.0,1,10.645449,1,3,1.0,0.2,27.0,6.0,0.0,5.0,0.0,40.0,35007.965,0.0,0.98287374,0.023160284,0.0,0.0,2.4549155,2.439136,0,7.153264e-05,0.06224366371812725,0.02494038507337247,LOW
9.680407,36.0,13.56,2,6.0,0,11.225257,0,3,30.21,39.9,24.0,16.0,0.0,2.0,0.0,7821.0,16126.563,0.0,0.8623773,0.03547738,1.0,0.0,2.503504,2.3684108,0,2.7371561e-05,0.03380492839669302,0.013538394295501008,LOW
9.437555,36.0,7.02,0,10.0,0,11.289794,2,4,43.25,74.9,28.0,10.0,0.0,4.0,0.0,37235.0,12630.266,0.0,0.8359369,0.017905848,1.0,0.0,2.5087693,2.3454103,0,2.2394908e-05,0.05940954085135648,0.023777253286207174,LOW
8.412055,36.0,10.72,1,9.0,3,10.915107,0,3,7.92,0.0,35.0,5.0,0.0,0.0,1.0,0.0,4510.9062,0.0,0.77068007,0.024372224,0.0,0.0,2.477807,2.2419913,0,0.00049184303,0.04536931505191987,0.01844283184757609,LOW
8.9227915,36.0,15.02,2,5.0,0,10.205332,1,5,19.4,32.4,9.0,5.0,1.0,0.0,0.0,7646.0,7507.5684,0.0,0.87432647,0.03622171,0.0,0.0,2.4163897,2.2948344,0,0.0016152291,0.07269102460254515,0.030045547313584275,LOW
8.47658,36.0,7.56,0,4.0,0,10.964762,0,2,11.36,19.9,20.0,13.0,0.0,1.0,0.0,6376.0,4821.168,0.0,0.7730747,0.017319715,0.0,0.0,2.4819658,2.2488234,0,0.00021892438,0.01962378486597352,0.00798086858453192,LOW
9.903538,36.0,8.19,0,5.0,3,11.561726,0,2,9.85,42.0,9.0,7.0,0.0,0.0,0.0,34313.0,20005.574,0.0,0.85657954,0.021921614,0.0,0.0,2.5306544,2.3890872,0,0.00034491517,0.01747306977405799,0.007196177026168925,LOW
8.779712,36.0,8.81,0,3.0,0,10.668979,1,2,6.31,18.6,15.0,10.0,0.0,1.0,0.0,2125.0,6557.1523,0.0,0.82291955,0.020905204,0.0,0.0,2.456934,2.28031,0,0.00011094615,0.022109357123429794,0.008910310541928337,LOW
9.903538,60.0,12.98,1,10.0,0,11.338584,0,8,10.21,1.6,40.0,9.0,0.0,11.0,2.0,803.0,20151.43,0.0,0.87343687,0.021073429,0.0,0.0,2.5127313,2.3890872,0,1.643845e-05,0.25282726717855497,0.10114076994128506,LOW
9.392745,60.0,15.02,2,10.0,0,10.621352,0,3,11.83,5.3,25.0,16.0,0.0,1.0,1.0,4547.0,12115.15,0.0,0.88432676,0.02312771,0.0,0.0,2.4528441,2.341108,0,0.00018945531,0.042249540306651935,0.017013489317961865,LOW
10.505095,60.0,11.8,1,10.0,3,11.289794,0,3,14.58,39.7,17.0,11.0,0.0,0.0,2.0,36759.0,36514.953,0.0,0.9304948,0.020321332,0.0,0.0,2.5087693,2.44279,0,0.002397424,0.09078861422037965,0.03775390018016949,LOW
9.532496,60.0,26.31,4,8.0,0,11.170449,0,3,12.8,43.2,15.0,7.0,1.0,1.0,1.0,4880.0,14202.177,0.0,0.8533673,0.04111475,0.0,1.0,2.4990108,2.3544655,0,0.0001787767,0.09122353263172539,0.036596679076095984,LOW
9.210441,60.0,10.72,1,1.0,0,11.385103,0,4,0.0,0.0,23.0,11.0,1.0,1.0,1.0,0.0,10074.487,0.0,0.8089905,0.016186217,0.0,0.0,2.5164945,2.3234107,0,3.177354e-05,0.10461526358263623,0.04186516955704416,LOW
7.3783836,36.0,24.37,4,3.0,3,10.545368,0,8,5.87,33.5,21.0,6.0,1.0,0.0,0.0,1909.0,1658.9729,0.0,0.6996801,0.048597626,0.0,1.0,2.4462843,2.125655,0,0.0002523089,0.09242088773704905,0.037119740444273984,LOW
8.517393,36.0,16.91,2,10.0,0,11.156265,1,8,26.52,70.6,22.0,10.0,0.0,1.0,1.0,20743.0,5127.7124,0.0,0.7634628,0.038926788,0.0,0.0,2.4978447,2.253121,0,0.0002589335,0.0580595905080994,0.02337919630647534,LOW
10.59666,60.0,8.19,0,4.0,0,11.775297,0,3,21.55,28.5,51.0,29.0,0.0,4.0,0.0,63661.0,40452.043,0.0,0.8999059,0.014227319,0.0,0.0,2.5475135,2.4507172,0,5.6057863e-05,0.05636858179437783,0.02258106743617135,LOW
9.615872,36.0,15.02,2,10.0,1,10.859018,1,2,30.07,36.6,25.0,17.0,1.0,0.0,1.0,29923.0,15058.206,0.0,0.8855195,0.039035242,1.0,0.0,2.4730885,2.3623502,0,0.00016084875,0.07014250770913924,0.028153512338600674,LOW
10.373523,60.0,22.35,3,4.0,0,11.3144865,2,4,43.17,57.0,47.0,13.0,0.0,3.0,0.0,23580.0,32990.227,0.0,0.9168354,0.038007908,1.0,1.0,2.5107763,2.431288,0,0.00034831755,0.06658524421424862,0.026843088232224907,LOW
9.612534,36.0,23.4,4,3.0,0,11.156265,1,2,13.66,52.2,20.0,12.0,0.0,2.0,0.0,16707.0,15419.353,0.0,0.8616265,0.060792778,0.0,1.0,2.4978447,2.3620358,0,6.415091e-05,0.0404907784293871,0.01623480191876761,LOW
8.987322,36.0,12.98,1,10.0,1,11.403958,0,3,4.47,15.5,16.0,14.0,0.0,0.0,1.0,5961.0,8028.8423,0.0,0.7880879,0.031528495,0.0,0.0,2.5180156,2.3013165,0,9.919926e-05,0.03391448022350562,0.013625311645491321,LOW
8.517393,36.0,17.97,3,10.0,1,10.9329815,0,2,35.71,45.2,39.0,20.0,1.0,1.0,0.0,22901.0,5020.7144,0.0,0.7790549,0.041366905,1.0,0.0,2.4793062,2.253121,0,3.711808e-05,0.0970602925625587,0.0388463878727175,LOW
10.59666,36.0,8.81,0,2.0,0,11.982935,1,6,5.77,36.7,32.0,13.0,0.0,3.0,2.0,11998.0,40215.36,0.0,0.8843125,0.025231507,0.0,0.0,2.5636358,2.4507172,0,5.7691304e-05,0.0614715840203063,0.024623248390757413,LOW
9.903538,60.0,26.31,4,6.0,0,10.7955065,1,3,12.27,54.8,21.0,7.0,0.0,7.0,0.0,16825.0,20033.615,0.0,0.9173759,0.042715095,0.0,1.0,2.4677186,2.3890872,0,0.00017022587,0.08893182110020313,0.03567486396749459,LOW
9.392745,60.0,19.92,3,10.0,3,10.491302,0,3,7.9,53.6,5.0,4.0,0.0,0.0,0.0,8033.0,12013.28,0.0,0.8952888,0.030672703,0.0,1.0,2.4415903,2.341108,0,0.0004552389,0.06284622678727224,0.025411634063658622,LOW
9.615872,60.0,16.91,2,6.0,3,11.3388815,1,3,14.34,1.2,29.0,15.0,0.0,0.0,1.0,193.0,15056.37,0.0,0.84804416,0.026656458,0.0,0.0,2.5127554,2.3623502,0,0.00044364348,0.022376904482196966,0.009216947900061662,LOW
8.699681,36.0,15.02,2,10.0,0,11.522885,0,9,6.0,73.0,18.0,10.0,0.0,3.0,0.0,20803.0,6087.1206,0.0,0.75499153,0.035316005,0.0,0.0,2.5275578,2.272093,0,0.00019115955,0.0723228189316773,0.02904382330195128,LOW
10.59666,60.0,16.14,2,7.0,3,11.010415,1,0,5.79,4.7,10.0,8.0,0.0,0.0,1.0,798.0,40041.25,0.0,0.9624215,0.02803772,0.0,0.0,2.4857743,2.4507172,0,0.0036613578,0.07344014198959324,0.03157287166071118,LOW
7.3783836,36.0,17.97,3,6.0,3,10.915107,0,3,7.27,23.9,28.0,8.0,0.0,0.0,3.0,13653.0,1605.5953,0.0,0.6759791,0.035835017,0.0,0.0,2.477807,2.125655,0,0.0005191796,0.09162897138348952,0.03696309633862296,LOW
8.699681,36.0,8.19,0,2.0,3,11.289794,0,3,17.63,4.0,10.0,8.0,0.0,0.0,0.0,922.0,6027.118,0.0,0.7705793,0.019256862,0.0,0.0,2.5087693,2.272093,0,0.00017422225,0.017008798472541744,0.006908052744641579,LOW
8.987322,36.0,6.46,0,10.0,0,10.915107,0,2,17.83,29.1,49.0,12.0,0.0,5.0,0.0,10999.0,0.0,0.0,0.8233838,0.015691377,0.0,0.0,2.477807,2.3013165,1,0.9999651,0.043271540683368505,0.6172876592802444,HIGH
8.2943,36.0,10.72,1,4.0,3,10.819798,0,3,13.8,38.7,8.0,5.0,0.0,0.0,0.0,1469.0,4002.6843,0.0,0.7665854,0.024031052,0.0,0.0,2.469776,2.2294014,0,0.0004781263,0.006874631245608088,0.003036728285667159,LOW
8.6307,36.0,12.98,1,10.0,1,10.859018,0,2,16.95,17.9,26.0,12.0,0.0,0.0,1.0,11516.0,5618.1685,0.0,0.79479563,0.030277431,0.0,0.0,2.4730885,2.264956,0,0.00025045025,0.031218782892754152,0.012637783305980579,LOW
9.615872,60.0,12.98,1,5.0,3,10.691968,1,3,23.84,17.2,18.0,12.0,0.0,0.0,0.0,5464.0,15012.442,0.0,0.89935476,0.020461315,0.0,0.0,2.4589021,2.3623502,0,6.0156144e-05,0.02177643518752051,0.008746667761511796,LOW
